period_id,jurisdiction,overdose_category,rate_per_10000_ed_visits
yIHgtqjY,KY,cocaine,4.93
yIHgtqjY,KY,methamphetamine,5.81
yIHgtqjY,KY,benzodiazepine,3.35
yIHgtqjY,LA,all_drugs,17.47
yIHgtqjY,LA,all_opioids,10.35
yIHgtqjY,LA,all_stimulants,5.29
yIHgtqjY,LA,heroin,0.12
yIHgtqjY,LA,fentanyl,4.74
yIHgtqjY,LA,cocaine,2.69
yIHgtqjY,LA,methamphetamine,3.06
yIHgtqjY,LA,benzodiazepine,1.74
yIHgtqjY,MA,all_drugs,28.02
yIHgtqjY,MA,all_opioids,12.96
yIHgtqjY,MA,all_stimulants,5.52
yIHgtqjY,MA,heroin,0.18
yIHgtqjY,MA,fentanyl,8.12
yIHgtqjY,MA,cocaine,2.49
yIHgtqjY,MA,methamphetamine,2.86
yIHgtqjY,MA,benzodiazepine,2.58
yIHgtqjY,MD,all_drugs,40.51
yIHgtqjY,MD,all_opioids,18.76
yIHgtqjY,MD,all_stimulants,10.39
yIHgtqjY,MD,heroin,0.18
yIHgtqjY,MD,fentanyl,12.22
yIHgtqjY,MD,cocaine,4.05
yIHgtqjY,MD,methamphetamine,5.12
yIHgtqjY,MD,benzodiazepine,4.57
yIHgtqjY,ME,all_drugs,38.05
yIHgtqjY,ME,all_opioids,17.08
yIHgtqjY,ME,all_stimulants,12.5
yIHgtqjY,ME,heroin,0.19
yIHgtqjY,ME,fentanyl,9.91
yIHgtqjY,ME,cocaine,3.21
yIHgtqjY,ME,methamphetamine,4.11
yIHgtqjY,ME,benzodiazepine,2.0
yIHgtqjY,MI,all_drugs,25.1
yIHgtqjY,MI,all_opioids,8.1
yIHgtqjY,MI,all_stimulants,6.72
yIHgtqjY,MI,heroin,0.12
yIHgtqjY,MI,fentanyl,6.61
yIHgtqjY,MI,cocaine,2.37
yIHgtqjY,MI,methamphetamine,3.55
yIHgtqjY,MI,benzodiazepine,2.28
yIHgtqjY,MN,all_drugs,15.83
yIHgtqjY,MN,all_opioids,6.13
yIHgtqjY,MN,all_stimulants,4.77
yIHgtqjY,MN,heroin,0.07
yIHgtqjY,MN,fentanyl,3.52
yIHgtqjY,MN,cocaine,1.81
yIHgtqjY,MN,methamphetamine,2.46
yIHgtqjY,MN,benzodiazepine,1.28
yIHgtqjY,MO,all_drugs,29.75
yIHgtqjY,MO,all_opioids,11.72
yIHgtqjY,MO,all_stimulants,8.2
yIHgtqjY,MO,heroin,0.18
yIHgtqjY,MO,fentanyl,7.79
yIHgtqjY,MO,cocaine,2.52
yIHgtqjY,MO,methamphetamine,2.87
yIHgtqjY,MO,benzodiazepine,2.74
yIHgtqjY,MS,all_drugs,18.61
yIHgtqjY,MS,all_opioids,10.55
yIHgtqjY,MS,all_stimulants,6.61
yIHgtqjY,MS,heroin,0.11
yIHgtqjY,MS,fentanyl,6.33
yIHgtqjY,MS,cocaine,2.74
yIHgtqjY,MS,methamphetamine,2.58
yIHgtqjY,MS,benzodiazepine,1.66
yIHgtqjY,MT,all_drugs,16.24
yIHgtqjY,MT,all_opioids,8.93
yIHgtqjY,MT,all_stimulants,5.51
yIHgtqjY,MT,heroin,0.09
yIHgtqjY,MT,fentanyl,4.35
yIHgtqjY,MT,cocaine,2.07
yIHgtqjY,MT,methamphetamine,1.65
yIHgtqjY,MT,benzodiazepine,1.5
yIHgtqjY,NC,all_drugs,22.29
yIHgtqjY,NC,all_opioids,11.94
yIHgtqjY,NC,all_stimulants,7.15
yIHgtqjY,NC,heroin,0.11
yIHgtqjY,NC,fentanyl,6.65
yIHgtqjY,NC,cocaine,2.18
yIHgtqjY,NC,methamphetamine,2.81
yIHgtqjY,NC,benzodiazepine,2.1
yIHgtqjY,ND,all_drugs,14.21
yIHgtqjY,ND,all_opioids,6.86
yIHgtqjY,ND,all_stimulants,4.51
yIHgtqjY,ND,heroin,0.1
yIHgtqjY,ND,fentanyl,4.51
yIHgtqjY,ND,cocaine,1.62
yIHgtqjY,ND,methamphetamine,1.63
yIHgtqjY,ND,benzodiazepine,1.59
yIHgtqjY,NE,all_drugs,17.08
yIHgtqjY,NE,all_opioids,7.23
yIHgtqjY,NE,all_stimulants,4.24
yIHgtqjY,NE,heroin,0.09
yIHgtqjY,NE,fentanyl,5.13
yIHgtqjY,NE,cocaine,1.91
yIHgtqjY,NE,methamphetamine,2.58
yIHgtqjY,NE,benzodiazepine,1.41
yIHgtqjY,NH,all_drugs,40.15
yIHgtqjY,NH,all_opioids,16.41
yIHgtqjY,NH,all_stimulants,8.31
yIHgtqjY,NH,heroin,0.13
yIHgtqjY,NH,fentanyl,9.31
yIHgtqjY,NH,cocaine,4.16
yIHgtqjY,NH,methamphetamine,3.68
yIHgtqjY,NH,benzodiazepine,2.76
yIHgtqjY,NJ,all_drugs,17.25
yIHgtqjY,NJ,all_opioids,8.56
yIHgtqjY,NJ,all_stimulants,4.18
yIHgtqjY,NJ,heroin,0.08
yIHgtqjY,NJ,fentanyl,5.28
yIHgtqjY,NJ,cocaine,1.59
yIHgtqjY,NJ,methamphetamine,1.6
yIHgtqjY,NJ,benzodiazepine,1.84
yIHgtqjY,NM,all_drugs,40.47
yIHgtqjY,NM,all_opioids,20.3
yIHgtqjY,NM,all_stimulants,10.6
yIHgtqjY,NM,heroin,0.21
yIHgtqjY,NM,fentanyl,10.84
yIHgtqjY,NM,cocaine,3.67
yIHgtqjY,NM,methamphetamine,5.01
yIHgtqjY,NM,benzodiazepine,2.8
yIHgtqjY,NV,all_drugs,20.41
yIHgtqjY,NV,all_opioids,10.29
yIHgtqjY,NV,all_stimulants,7.65
yIHgtqjY,NV,heroin,0.11
yIHgtqjY,NV,fentanyl,5.75
yIHgtqjY,NV,cocaine,2.81
yIHgtqjY,NV,methamphetamine,2.98
yIHgtqjY,NV,benzodiazepine,2.24
yIHgtqjY,NY,all_drugs,20.4
yIHgtqjY,NY,all_opioids,8.46
yIHgtqjY,NY,all_stimulants,4.24
yIHgtqjY,NY,heroin,0.12
yIHgtqjY,NY,fentanyl,5.71
yIHgtqjY,NY,cocaine,1.89
yIHgtqjY,NY,methamphetamine,2.32
yIHgtqjY,NY,benzodiazepine,1.61
yIHgtqjY,OH,all_drugs,44.56
yIHgtqjY,OH,all_opioids,15.73
yIHgtqjY,OH,all_stimulants,13.71
yIHgtqjY,OH,heroin,0.28
yIHgtqjY,OH,fentanyl,8.85
yIHgtqjY,OH,cocaine,5.34
yIHgtqjY,OH,methamphetamine,7.73
yIHgtqjY,OH,benzodiazepine,3.33
yIHgtqjY,OK,all_drugs,20.34
yIHgtqjY,OK,all_opioids,8.91
yIHgtqjY,OK,all_stimulants,6.77
yIHgtqjY,OK,heroin,0.13
yIHgtqjY,OK,fentanyl,5.16
yIHgtqjY,OK,cocaine,2.3
yIHgtqjY,OK,methamphetamine,3.62
yIHgtqjY,OK,benzodiazepine,1.6
yIHgtqjY,OR,all_drugs,26.14
yIHgtqjY,OR,all_opioids,12.56
yIHgtqjY,OR,all_stimulants,6.27
yIHgtqjY,OR,heroin,0.18
yIHgtqjY,OR,fentanyl,7.03
yIHgtqjY,OR,cocaine,2.2
yIHgtqjY,OR,methamphetamine,3.16
yIHgtqjY,OR,benzodiazepine,2.47
yIHgtqjY,PA,all_drugs,26.34
yIHgtqjY,PA,all_opioids,13.93
yIHgtqjY,PA,all_stimulants,8.55
yIHgtqjY,PA,heroin,0.13
yIHgtqjY,PA,fentanyl,7.92
yIHgtqjY,PA,cocaine,3.34
yIHgtqjY,PA,methamphetamine,4.33
yIHgtqjY,PA,benzodiazepine,2.36
yIHgtqjY,RI,all_drugs,22.95
yIHgtqjY,RI,all_opioids,9.57
yIHgtqjY,RI,all_stimulants,6.56
yIHgtqjY,RI,heroin,0.13
yIHgtqjY,RI,fentanyl,6.12
yIHgtqjY,RI,cocaine,2.55
yIHgtqjY,RI,methamphetamine,2.76
yIHgtqjY,RI,benzodiazepine,2.06
yIHgtqjY,SC,all_drugs,26.03
yIHgtqjY,SC,all_opioids,14.68
yIHgtqjY,SC,all_stimulants,6.09
yIHgtqjY,SC,heroin,0.13
yIHgtqjY,SC,fentanyl,6.35
yIHgtqjY,SC,cocaine,2.18
yIHgtqjY,SC,methamphetamine,2.96
yIHgtqjY,SC,benzodiazepine,2.29
yIHgtqjY,SD,all_drugs,17.65
yIHgtqjY,SD,all_opioids,7.39
yIHgtqjY,SD,all_stimulants,4.0
yIHgtqjY,SD,heroin,0.08
yIHgtqjY,SD,fentanyl,3.96
yIHgtqjY,SD,cocaine,1.55
yIHgtqjY,SD,methamphetamine,1.68
yIHgtqjY,SD,benzodiazepine,1.64
yIHgtqjY,TN,all_drugs,47.71
yIHgtqjY,TN,all_opioids,11.82
yIHgtqjY,TN,all_stimulants,10.29
yIHgtqjY,TN,heroin,0.21
yIHgtqjY,TN,fentanyl,11.15
yIHgtqjY,TN,cocaine,3.62
yIHgtqjY,TN,methamphetamine,5.65
yIHgtqjY,TN,benzodiazepine,3.41
yIHgtqjY,TX,all_drugs,17.28
yIHgtqjY,TX,all_opioids,5.93
yIHgtqjY,TX,all_stimulants,3.13
yIHgtqjY,TX,heroin,0.09
yIHgtqjY,TX,fentanyl,3.7
yIHgtqjY,TX,cocaine,1.84
yIHgtqjY,TX,methamphetamine,1.33
yIHgtqjY,TX,benzodiazepine,1.19
yIHgtqjY,UT,all_drugs,15.28
yIHgtqjY,UT,all_opioids,7.12
yIHgtqjY,UT,all_stimulants,4.61
yIHgtqjY,UT,heroin,0.1
yIHgtqjY,UT,fentanyl,5.33
yIHgtqjY,UT,cocaine,1.99
yIHgtqjY,UT,methamphetamine,2.15
yIHgtqjY,UT,benzodiazepine,1.9
yIHgtqjY,VA,all_drugs,29.37
yIHgtqjY,VA,all_opioids,10.32
yIHgtqjY,VA,all_stimulants,6.28
yIHgtqjY,VA,heroin,0.13
yIHgtqjY,VA,fentanyl,7.41
yIHgtqjY,VA,cocaine,2.2
yIHgtqjY,VA,methamphetamine,2.81
yIHgtqjY,VA,benzodiazepine,1.41
yIHgtqjY,VT,all_drugs,26.37
yIHgtqjY,VT,all_opioids,14.49
yIHgtqjY,VT,all_stimulants,7.23
yIHgtqjY,VT,heroin,0.15
yIHgtqjY,VT,fentanyl,8.45
yIHgtqjY,VT,cocaine,2.53
yIHgtqjY,VT,methamphetamine,3.69
yIHgtqjY,VT,benzodiazepine,2.73
yIHgtqjY,WA,all_drugs,19.56
yIHgtqjY,WA,all_opioids,9.55
yIHgtqjY,WA,all_stimulants,5.86
yIHgtqjY,WA,heroin,0.11
yIHgtqjY,WA,fentanyl,4.83
yIHgtqjY,WA,cocaine,1.88
yIHgtqjY,WA,methamphetamine,3.16
yIHgtqjY,WA,benzodiazepine,1.68
yIHgtqjY,WI,all_drugs,21.13
yIHgtqjY,WI,all_opioids,7.98
yIHgtqjY,WI,all_stimulants,5.35
yIHgtqjY,WI,heroin,0.12
yIHgtqjY,WI,fentanyl,5.96
yIHgtqjY,WI,cocaine,2.01
yIHgtqjY,WI,methamphetamine,2.58
yIHgtqjY,WI,benzodiazepine,2.08
yIHgtqjY,WV,all_drugs,65.83
yIHgtqjY,WV,all_opioids,28.79
yIHgtqjY,WV,all_stimulants,16.82
yIHgtqjY,WV,heroin,0.27
yIHgtqjY,WV,fentanyl,18.01
yIHgtqjY,WV,cocaine,7.37
yIHgtqjY,WV,methamphetamine,7.53
yIHgtqjY,WV,benzodiazepine,5.89
yIHgtqjY,WY,all_drugs,18.21
yIHgtqjY,WY,all_opioids,8.43
yIHgtqjY,WY,all_stimulants,4.47
yIHgtqjY,WY,heroin,0.1
yIHgtqjY,WY,fentanyl,3.8
yIHgtqjY,WY,cocaine,1.8
yIHgtqjY,WY,methamphetamine,2.44
yIHgtqjY,WY,benzodiazepine,1.51
lfTz14iT,AK,all_drugs,17.55
lfTz14iT,AK,all_opioids,10.13
lfTz14iT,AK,all_stimulants,3.95
lfTz14iT,AK,heroin,0.07
lfTz14iT,AK,fentanyl,4.75
lfTz14iT,AK,cocaine,2.32
lfTz14iT,AK,methamphetamine,2.65
lfTz14iT,AK,benzodiazepine,1.38
lfTz14iT,AL,all_drugs,19.27
lfTz14iT,AL,all_opioids,7.79
lfTz14iT,AL,all_stimulants,5.05
lfTz14iT,AL,heroin,0.15
lfTz14iT,AL,fentanyl,6.44
lfTz14iT,AL,cocaine,3.14
lfTz14iT,AL,methamphetamine,2.69
lfTz14iT,AL,benzodiazepine,2.13
lfTz14iT,AR,all_drugs,20.5
lfTz14iT,AR,all_opioids,9.93
lfTz14iT,AR,all_stimulants,5.91
lfTz14iT,AR,heroin,0.13
lfTz14iT,AR,fentanyl,6.53
lfTz14iT,AR,cocaine,1.9
lfTz14iT,AR,methamphetamine,3.16
lfTz14iT,AR,benzodiazepine,1.79
lfTz14iT,AZ,all_drugs,15.92
lfTz14iT,AZ,all_opioids,8.81
lfTz14iT,AZ,all_stimulants,5.89
lfTz14iT,AZ,heroin,0.1
lfTz14iT,AZ,fentanyl,5.2
lfTz14iT,AZ,cocaine,1.64
lfTz14iT,AZ,methamphetamine,1.89
lfTz14iT,AZ,benzodiazepine,1.6
lfTz14iT,CA,all_drugs,18.14
lfTz14iT,CA,all_opioids,6.56
lfTz14iT,CA,all_stimulants,5.65
lfTz14iT,CA,heroin,0.09
lfTz14iT,CA,fentanyl,4.79
lfTz14iT,CA,cocaine,1.78
lfTz14iT,CA,methamphetamine,2.67
lfTz14iT,CA,benzodiazepine,1.28
lfTz14iT,CO,all_drugs,17.67
lfTz14iT,CO,all_opioids,7.32
lfTz14iT,CO,all_stimulants,4.74
lfTz14iT,CO,heroin,0.1
lfTz14iT,CO,fentanyl,5.39
lfTz14iT,CO,cocaine,2.4
lfTz14iT,CO,methamphetamine,2.58
lfTz14iT,CO,benzodiazepine,1.79
lfTz14iT,CT,all_drugs,18.49
lfTz14iT,CT,all_opioids,9.65
lfTz14iT,CT,all_stimulants,4.94
lfTz14iT,CT,heroin,0.1
lfTz14iT,CT,fentanyl,6.1
lfTz14iT,CT,cocaine,1.97
lfTz14iT,CT,methamphetamine,2.78
lfTz14iT,CT,benzodiazepine,2.24
lfTz14iT,DC,all_drugs,21.52
lfTz14iT,DC,all_opioids,13.73
lfTz14iT,DC,all_stimulants,6.71
lfTz14iT,DC,heroin,0.17
lfTz14iT,DC,fentanyl,8.47
lfTz14iT,DC,cocaine,3.16
lfTz14iT,DC,methamphetamine,3.54
lfTz14iT,DC,benzodiazepine,2.23
lfTz14iT,DE,all_drugs,25.71
lfTz14iT,DE,all_opioids,12.77
lfTz14iT,DE,all_stimulants,8.05
lfTz14iT,DE,heroin,0.17
lfTz14iT,DE,fentanyl,6.92
lfTz14iT,DE,cocaine,3.32
lfTz14iT,DE,methamphetamine,4.92
lfTz14iT,DE,benzodiazepine,3.02
lfTz14iT,FL,all_drugs,15.37
lfTz14iT,FL,all_opioids,9.38
lfTz14iT,FL,all_stimulants,4.02
lfTz14iT,FL,heroin,0.09
lfTz14iT,FL,fentanyl,3.65
lfTz14iT,FL,cocaine,1.65
lfTz14iT,FL,methamphetamine,2.79
lfTz14iT,FL,benzodiazepine,1.33
lfTz14iT,GA,all_drugs,16.67
lfTz14iT,GA,all_opioids,10.82
lfTz14iT,GA,all_stimulants,6.57
lfTz14iT,GA,heroin,0.14
lfTz14iT,GA,fentanyl,6.29
lfTz14iT,GA,cocaine,2.11
lfTz14iT,GA,methamphetamine,3.02
lfTz14iT,GA,benzodiazepine,2.15
lfTz14iT,HI,all_drugs,12.48
lfTz14iT,HI,all_opioids,5.91
lfTz14iT,HI,all_stimulants,3.33
lfTz14iT,HI,heroin,0.08
lfTz14iT,HI,fentanyl,3.84
lfTz14iT,HI,cocaine,1.3
lfTz14iT,HI,methamphetamine,1.85
lfTz14iT,HI,benzodiazepine,1.09
lfTz14iT,IA,all_drugs,17.72
lfTz14iT,IA,all_opioids,8.12
lfTz14iT,IA,all_stimulants,5.01
lfTz14iT,IA,heroin,0.07
lfTz14iT,IA,fentanyl,4.22
lfTz14iT,IA,cocaine,1.68
lfTz14iT,IA,methamphetamine,2.05
lfTz14iT,IA,benzodiazepine,1.37
lfTz14iT,ID,all_drugs,20.52
lfTz14iT,ID,all_opioids,8.81
lfTz14iT,ID,all_stimulants,4.84
lfTz14iT,ID,heroin,0.11
lfTz14iT,ID,fentanyl,5.75
lfTz14iT,ID,cocaine,2.06
lfTz14iT,ID,methamphetamine,3.03
lfTz14iT,ID,benzodiazepine,1.49
lfTz14iT,IL,all_drugs,19.98
lfTz14iT,IL,all_opioids,7.39
lfTz14iT,IL,all_stimulants,4.83
lfTz14iT,IL,heroin,0.09
lfTz14iT,IL,fentanyl,5.14
lfTz14iT,IL,cocaine,2.3
lfTz14iT,IL,methamphetamine,2.72
lfTz14iT,IL,benzodiazepine,1.75
lfTz14iT,IN,all_drugs,25.82
lfTz14iT,IN,all_opioids,15.14
lfTz14iT,IN,all_stimulants,6.44
lfTz14iT,IN,heroin,0.13
lfTz14iT,IN,fentanyl,7.18
lfTz14iT,IN,cocaine,3.07
lfTz14iT,IN,methamphetamine,4.18
lfTz14iT,IN,benzodiazepine,2.71
lfTz14iT,KS,all_drugs,18.52
lfTz14iT,KS,all_opioids,7.06
lfTz14iT,KS,all_stimulants,4.38
lfTz14iT,KS,heroin,0.12
lfTz14iT,KS,fentanyl,2.87
lfTz14iT,KS,cocaine,1.88
lfTz14iT,KS,methamphetamine,2.48
lfTz14iT,KS,benzodiazepine,1.91
lfTz14iT,KY,all_drugs,31.12
lfTz14iT,KY,all_opioids,17.19
lfTz14iT,KY,all_stimulants,9.48
lfTz14iT,KY,heroin,0.17
lfTz14iT,KY,fentanyl,12.23
lfTz14iT,KY,cocaine,5.35
lfTz14iT,KY,methamphetamine,7.03
lfTz14iT,KY,benzodiazepine,3.5
lfTz14iT,LA,all_drugs,21.8
lfTz14iT,LA,all_opioids,8.51
lfTz14iT,LA,all_stimulants,6.17
lfTz14iT,LA,heroin,0.13
lfTz14iT,LA,fentanyl,5.86
lfTz14iT,LA,cocaine,2.64
lfTz14iT,LA,methamphetamine,2.33
lfTz14iT,LA,benzodiazepine,2.0
lfTz14iT,MA,all_drugs,29.14
lfTz14iT,MA,all_opioids,12.72
lfTz14iT,MA,all_stimulants,5.96
lfTz14iT,MA,heroin,0.14
lfTz14iT,MA,fentanyl,8.03
lfTz14iT,MA,cocaine,3.09
lfTz14iT,MA,methamphetamine,3.68
lfTz14iT,MA,benzodiazepine,2.81
lfTz14iT,MD,all_drugs,30.49
lfTz14iT,MD,all_opioids,16.14
lfTz14iT,MD,all_stimulants,8.11
lfTz14iT,MD,heroin,0.24
lfTz14iT,MD,fentanyl,12.47
lfTz14iT,MD,cocaine,6.53
lfTz14iT,MD,methamphetamine,6.27
lfTz14iT,MD,benzodiazepine,3.65
lfTz14iT,ME,all_drugs,33.68
lfTz14iT,ME,all_opioids,13.67
lfTz14iT,ME,all_stimulants,9.49
lfTz14iT,ME,heroin,0.19
lfTz14iT,ME,fentanyl,6.96
lfTz14iT,ME,cocaine,3.83
lfTz14iT,ME,methamphetamine,4.73
lfTz14iT,ME,benzodiazepine,3.76
lfTz14iT,MI,all_drugs,21.2
lfTz14iT,MI,all_opioids,8.47
lfTz14iT,MI,all_stimulants,6.46
lfTz14iT,MI,heroin,0.13
lfTz14iT,MI,fentanyl,6.45
lfTz14iT,MI,cocaine,2.01
lfTz14iT,MI,methamphetamine,3.03
lfTz14iT,MI,benzodiazepine,1.81
lfTz14iT,MN,all_drugs,14.82
lfTz14iT,MN,all_opioids,7.52
lfTz14iT,MN,all_stimulants,3.95
lfTz14iT,MN,heroin,0.09
lfTz14iT,MN,fentanyl,5.04
lfTz14iT,MN,cocaine,1.69
lfTz14iT,MN,methamphetamine,3.06
lfTz14iT,MN,benzodiazepine,1.46
lfTz14iT,MO,all_drugs,21.99
lfTz14iT,MO,all_opioids,10.46
lfTz14iT,MO,all_stimulants,6.67
lfTz14iT,MO,heroin,0.14
lfTz14iT,MO,fentanyl,8.89
lfTz14iT,MO,cocaine,2.59
lfTz14iT,MO,methamphetamine,3.69
lfTz14iT,MO,benzodiazepine,2.91
lfTz14iT,MS,all_drugs,19.94
lfTz14iT,MS,all_opioids,10.53
lfTz14iT,MS,all_stimulants,4.64
lfTz14iT,MS,heroin,0.12
lfTz14iT,MS,fentanyl,5.71
lfTz14iT,MS,cocaine,2.59
lfTz14iT,MS,methamphetamine,2.62
lfTz14iT,MS,benzodiazepine,2.6
lfTz14iT,MT,all_drugs,12.23
lfTz14iT,MT,all_opioids,8.4
lfTz14iT,MT,all_stimulants,5.27
lfTz14iT,MT,heroin,0.1
lfTz14iT,MT,fentanyl,4.98
lfTz14iT,MT,cocaine,2.38
lfTz14iT,MT,methamphetamine,3.19
lfTz14iT,MT,benzodiazepine,1.44
lfTz14iT,NC,all_drugs,22.14
lfTz14iT,NC,all_opioids,8.78
lfTz14iT,NC,all_stimulants,5.12
lfTz14iT,NC,heroin,0.13
lfTz14iT,NC,fentanyl,6.83
lfTz14iT,NC,cocaine,1.88
lfTz14iT,NC,methamphetamine,3.32
lfTz14iT,NC,benzodiazepine,2.07
lfTz14iT,ND,all_drugs,13.12
lfTz14iT,ND,all_opioids,5.74
lfTz14iT,ND,all_stimulants,4.4
lfTz14iT,ND,heroin,0.1
lfTz14iT,ND,fentanyl,4.65
lfTz14iT,ND,cocaine,1.85
lfTz14iT,ND,methamphetamine,1.81
lfTz14iT,ND,benzodiazepine,1.24
lfTz14iT,NE,all_drugs,16.71
lfTz14iT,NE,all_opioids,5.4
lfTz14iT,NE,all_stimulants,4.53
lfTz14iT,NE,heroin,0.09
lfTz14iT,NE,fentanyl,4.63
lfTz14iT,NE,cocaine,1.84
lfTz14iT,NE,methamphetamine,2.22
lfTz14iT,NE,benzodiazepine,1.28
lfTz14iT,NH,all_drugs,25.22
lfTz14iT,NH,all_opioids,13.37
lfTz14iT,NH,all_stimulants,10.52
lfTz14iT,NH,heroin,0.2
lfTz14iT,NH,fentanyl,8.84
lfTz14iT,NH,cocaine,3.32
lfTz14iT,NH,methamphetamine,4.11
lfTz14iT,NH,benzodiazepine,2.63
lfTz14iT,NJ,all_drugs,16.92
lfTz14iT,NJ,all_opioids,8.32
lfTz14iT,NJ,all_stimulants,6.24
lfTz14iT,NJ,heroin,0.08
lfTz14iT,NJ,fentanyl,5.42
lfTz14iT,NJ,cocaine,2.01
lfTz14iT,NJ,methamphetamine,2.21
lfTz14iT,NJ,benzodiazepine,1.26
lfTz14iT,NM,all_drugs,35.65
lfTz14iT,NM,all_opioids,19.97
lfTz14iT,NM,all_stimulants,10.23
lfTz14iT,NM,heroin,0.17
lfTz14iT,NM,fentanyl,10.17
lfTz14iT,NM,cocaine,3.26
lfTz14iT,NM,methamphetamine,4.93
lfTz14iT,NM,benzodiazepine,3.47
lfTz14iT,NV,all_drugs,20.99
lfTz14iT,NV,all_opioids,5.3
lfTz14iT,NV,all_stimulants,7.0
lfTz14iT,NV,heroin,0.12
lfTz14iT,NV,fentanyl,6.33
lfTz14iT,NV,cocaine,2.38
lfTz14iT,NV,methamphetamine,3.56
lfTz14iT,NV,benzodiazepine,2.02
lfTz14iT,NY,all_drugs,19.51
lfTz14iT,NY,all_opioids,8.66
lfTz14iT,NY,all_stimulants,4.72
lfTz14iT,NY,heroin,0.09
lfTz14iT,NY,fentanyl,5.31
lfTz14iT,NY,cocaine,1.92
lfTz14iT,NY,methamphetamine,1.81
lfTz14iT,NY,benzodiazepine,2.02
lfTz14iT,OH,all_drugs,49.88
lfTz14iT,OH,all_opioids,18.55
lfTz14iT,OH,all_stimulants,9.22
lfTz14iT,OH,heroin,0.25
lfTz14iT,OH,fentanyl,12.5
lfTz14iT,OH,cocaine,5.13
lfTz14iT,OH,methamphetamine,4.37
lfTz14iT,OH,benzodiazepine,3.85
lfTz14iT,OK,all_drugs,18.6
lfTz14iT,OK,all_opioids,8.52
lfTz14iT,OK,all_stimulants,5.49
lfTz14iT,OK,heroin,0.11
lfTz14iT,OK,fentanyl,7.41
lfTz14iT,OK,cocaine,2.1
lfTz14iT,OK,methamphetamine,2.46
lfTz14iT,OK,benzodiazepine,1.35
lfTz14iT,OR,all_drugs,23.29
lfTz14iT,OR,all_opioids,8.82
lfTz14iT,OR,all_stimulants,8.29
lfTz14iT,OR,heroin,0.14
lfTz14iT,OR,fentanyl,8.76
lfTz14iT,OR,cocaine,3.53
lfTz14iT,OR,methamphetamine,3.15
lfTz14iT,OR,benzodiazepine,2.2
lfTz14iT,PA,all_drugs,34.59
lfTz14iT,PA,all_opioids,13.12
lfTz14iT,PA,all_stimulants,8.92
lfTz14iT,PA,heroin,0.19
lfTz14iT,PA,fentanyl,9.95
lfTz14iT,PA,cocaine,3.51
lfTz14iT,PA,methamphetamine,5.01
lfTz14iT,PA,benzodiazepine,2.62
lfTz14iT,RI,all_drugs,23.31
lfTz14iT,RI,all_opioids,9.32
lfTz14iT,RI,all_stimulants,7.16
lfTz14iT,RI,heroin,0.11
lfTz14iT,RI,fentanyl,4.92
lfTz14iT,RI,cocaine,2.73
lfTz14iT,RI,methamphetamine,2.63
lfTz14iT,RI,benzodiazepine,1.65
lfTz14iT,SC,all_drugs,27.87
lfTz14iT,SC,all_opioids,11.87
lfTz14iT,SC,all_stimulants,6.38
lfTz14iT,SC,heroin,0.07
lfTz14iT,SC,fentanyl,7.7
lfTz14iT,SC,cocaine,2.96
lfTz14iT,SC,methamphetamine,3.62
lfTz14iT,SC,benzodiazepine,2.3
lfTz14iT,SD,all_drugs,14.9
lfTz14iT,SD,all_opioids,6.36
lfTz14iT,SD,all_stimulants,3.67
lfTz14iT,SD,heroin,0.08
lfTz14iT,SD,fentanyl,4.89
lfTz14iT,SD,cocaine,1.85
lfTz14iT,SD,methamphetamine,2.46
lfTz14iT,SD,benzodiazepine,1.11
lfTz14iT,TN,all_drugs,27.07
lfTz14iT,TN,all_opioids,15.04
lfTz14iT,TN,all_stimulants,8.76
lfTz14iT,TN,heroin,0.21
lfTz14iT,TN,fentanyl,8.81
lfTz14iT,TN,cocaine,4.87
lfTz14iT,TN,methamphetamine,4.54
lfTz14iT,TN,benzodiazepine,4.1
lfTz14iT,TX,all_drugs,15.55
lfTz14iT,TX,all_opioids,5.37
lfTz14iT,TX,all_stimulants,5.44
lfTz14iT,TX,heroin,0.09
lfTz14iT,TX,fentanyl,4.5
lfTz14iT,TX,cocaine,1.64
lfTz14iT,TX,methamphetamine,2.21
lfTz14iT,TX,benzodiazepine,1.43
lfTz14iT,UT,all_drugs,14.11
lfTz14iT,UT,all_opioids,6.95
lfTz14iT,UT,all_stimulants,4.74
lfTz14iT,UT,heroin,0.1
lfTz14iT,UT,fentanyl,5.38
lfTz14iT,UT,cocaine,1.91
lfTz14iT,UT,methamphetamine,2.14
lfTz14iT,UT,benzodiazepine,1.36
lfTz14iT,VA,all_drugs,19.24
lfTz14iT,VA,all_opioids,11.29
lfTz14iT,VA,all_stimulants,6.1
lfTz14iT,VA,heroin,0.13
lfTz14iT,VA,fentanyl,7.38
lfTz14iT,VA,cocaine,2.69
lfTz14iT,VA,methamphetamine,3.36
lfTz14iT,VA,benzodiazepine,1.86
lfTz14iT,VT,all_drugs,28.12
lfTz14iT,VT,all_opioids,11.4
lfTz14iT,VT,all_stimulants,7.66
lfTz14iT,VT,heroin,0.18
lfTz14iT,VT,fentanyl,8.85
lfTz14iT,VT,cocaine,2.84
lfTz14iT,VT,methamphetamine,3.79
lfTz14iT,VT,benzodiazepine,3.08
lfTz14iT,WA,all_drugs,17.19
lfTz14iT,WA,all_opioids,8.02
lfTz14iT,WA,all_stimulants,5.69
lfTz14iT,WA,heroin,0.11
