period_id,jurisdiction,unemployment_rate,labor_force,temp_avg_f,precip_in,gtrends_overdose,gtrends_fentanyl,gtrends_naloxone,gtrends_opioid,gtrends_methamphetamine,state_doh_release
Fj7ebbrB,TX,3.5,14075288.0,50.7,0.88,48.66,27.46,25.52,58.34,28.25,
Fj7ebbrB,UT,2.4,1637983.0,28.8,1.45,48.66,27.46,25.52,58.34,28.25,"Utah Department of Health and Human Services Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Utah continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 22 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications."
Fj7ebbrB,VA,2.7,4428627.0,41.5,3.38,55.3,31.2,29.0,66.3,32.1,
Fj7ebbrB,VT,2.1,352800.0,23.3,3.55,58.62,33.07,30.74,70.28,34.03,
Fj7ebbrB,WA,3.7,3994995.0,33.5,5.58,57.51,32.45,30.16,68.95,33.38,
Fj7ebbrB,WI,3.2,3112959.0,23.5,2.66,53.09,29.95,27.84,63.65,30.82,"Wisconsin Department of Health Services Authorizes Expanded Syringe Services Program Coverage
The Department has approved expansion of authorized syringe services programs to additional counties under Wisconsin public health authority. Syringe services programs reduce transmission of HIV and hepatitis C, connect individuals to medication for opioid use disorder, and distribute naloxone and fentanyl test strips. Decades of peer-reviewed evidence and CDC guidance support syringe services programs as a core component of the public health response to drug-related harms. --- Wisconsin Department of Health Services Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Wisconsin continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 26 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications."
Fj7ebbrB,WV,5.1,795786.0,38.5,4.89,77.42,43.68,40.6,92.82,44.94,"West Virginia Department of Health and Human Resources Reminds Residents of 911 Good Samaritan Overdose Protections
Under West Virginia law, individuals who call 911 to report an overdose are protected from prosecution for possession of a controlled substance for personal use. The Department urges anyone witnessing an overdose to call 911 immediately, administer naloxone if available, place the person in the recovery position, and remain with them until emergency responders arrive. Bystander intervention saves lives; hesitation due to fear of arrest is the leading reason calls are delayed. --- West Virginia Department of Health and Human Resources Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
West virginia health officials are alerting clinicians, first responders, and the public to a recent cluster of 7 suspected nonfatal overdose events reported in the Charleston area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for methamphetamine. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the West Virginia Good Samaritan law provides limited protection from prosecution for those seeking help."
Fj7ebbrB,WY,4.2,295727.0,23.0,0.81,48.11,27.14,25.23,57.68,27.93,"Wyoming Department of Health Announces Recovery Housing Capacity Expansion
A $6,000,000 State Opioid Response grant will fund approximately 304 additional recovery housing beds across 21 provider organizations in Wyoming. Recovery housing offers a substance-free living environment for individuals in recovery from opioid and other substance use disorders and is associated with improved treatment retention and reduced overdose recurrence. Funded providers must meet National Alliance for Recovery Residences standards."
Kk6iVNym,AK,4.6,361833.0,,,49.04,58.48,53.38,49.72,30.6,"Alaska Department of Health Authorizes Expanded Syringe Services Program Coverage
The Department has approved expansion of authorized syringe services programs to additional counties under Alaska public health authority. Syringe services programs reduce transmission of HIV and hepatitis C, connect individuals to medication for opioid use disorder, and distribute naloxone and fentanyl test strips. Decades of peer-reviewed evidence and CDC guidance support syringe services programs as a core component of the public health response to drug-related harms."
Kk6iVNym,AL,3.1,2372572.0,66.6,0.24,55.39,66.05,60.29,56.16,34.56,
Kk6iVNym,AR,3.6,1419842.0,66.0,0.78,57.7,68.8,62.8,58.5,36.0,"Arkansas Department of Health Issues Alert on Detection of Nitazene Synthetic Opioids
State public health laboratory results have detected isotonitazene, N-pyrrolidino-protonitazene, and related synthetic opioids in samples submitted from 2 jurisdictions in the past 30 days. Nitazene analogues are extremely potent — some exceeding fentanyl in laboratory potency assays — and may not be reliably detected by point-of-care fentanyl test strips alone. Naloxone remains the recommended reversal agent; multiple sequential doses may be required. Clinicians treating suspected opioid overdose should consider repeat naloxone administration, airway management, and prolonged observation."
Kk6iVNym,AZ,4.0,3761189.0,68.0,0.43,54.24,64.67,59.03,54.99,33.84,"Arizona Department of Health Services Expands Access to Medication for Opioid Use Disorder
The Department announces the addition of approximately 161 new buprenorphine-prescribing clinicians to the Arizona treatment network as a result of the federal removal of the X-waiver requirement and continued state-led training programs. Buprenorphine, methadone, and extended-release naltrexone remain the first-line treatments for opioid use disorder. Residents seeking medication for opioid use disorder may use the SAMHSA treatment locator at FindTreatment.gov or contact the state addiction services helpline. Medicaid covers all three medications and counseling services without prior authorization."
Kk6iVNym,CA,5.4,19748657.0,65.5,0.37,51.93,61.92,56.52,52.65,32.4,
Kk6iVNym,CO,4.3,3274230.0,52.7,1.49,58.85,70.18,64.06,59.67,36.72,"Colorado Department of Public Health and Environment Opens Naloxone Vending Machines and Harm-Reduction Kiosks
Naloxone vending machines providing free Narcan nasal spray, fentanyl test strips, and overdose education materials are now operational at 5 locations across Colorado, including Colorado Springs, Aurora, Denver. The machines operate 24 hours a day and require no identification, prescription, or fee. Use of the machines is anonymous and protected under state public health authority. The Department will continue to expand kiosk placement in partnership with libraries, transit hubs, and community organizations."
Kk6iVNym,CT,3.4,1939945.0,54.0,0.47,54.24,64.67,59.03,54.99,33.84,"Connecticut Department of Public Health Pilots Drug Checking and Fentanyl Test Strip Distribution
Beginning this month the Department will support a pilot program providing fentanyl test strips and xylazine immunoassay strips through approximately 12 authorized harm reduction sites across Connecticut. Drug checking allows individuals who use drugs to detect adulterants prior to use, an evidence-based intervention shown to reduce overdose risk. Test strips are legal under Connecticut statute when used for harm reduction and are distributed at no cost to the recipient. Site locations are listed on the Department's harm reduction webpage. --- Connecticut Department of Public Health Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
Connecticut health officials are alerting clinicians, first responders, and the public to a recent cluster of 20 suspected nonfatal overdose events reported in the Hartford area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for xylazine. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the Connecticut Good Samaritan law provides limited protection from prosecution for those seeking help. --- Connecticut Department of Public Health Reminds Residents of 911 Good Samaritan Overdose Protections
Under Connecticut law, individuals who call 911 to report an overdose are protected from prosecution for possession of a controlled substance for personal use. The Department urges anyone witnessing an overdose to call 911 immediately, administer naloxone if available, place the person in the recovery position, and remain with them until emergency responders arrive. Bystander intervention saves lives; hesitation due to fear of arrest is the leading reason calls are delayed."
Kk6iVNym,DC,5.4,414091.0,,,63.47,75.68,69.08,64.35,39.6,"DC Health Issues Alert on Detection of Nitazene Synthetic Opioids
State public health laboratory results have detected isotonitazene, N-pyrrolidino-protonitazene, and related synthetic opioids in samples submitted from 4 jurisdictions in the past 30 days. Nitazene analogues are extremely potent — some exceeding fentanyl in laboratory potency assays — and may not be reliably detected by point-of-care fentanyl test strips alone. Naloxone remains the recommended reversal agent; multiple sequential doses may be required. Clinicians treating suspected opioid overdose should consider repeat naloxone administration, airway management, and prolonged observation."
Kk6iVNym,DE,3.9,512133.0,59.1,0.03,60.01,71.55,65.31,60.84,37.44,"Delaware Division of Public Health Pilots Drug Checking and Fentanyl Test Strip Distribution
Beginning this month the Department will support a pilot program providing fentanyl test strips and xylazine immunoassay strips through approximately 25 authorized harm reduction sites across Delaware. Drug checking allows individuals who use drugs to detect adulterants prior to use, an evidence-based intervention shown to reduce overdose risk. Test strips are legal under Delaware statute when used for harm reduction and are distributed at no cost to the recipient. Site locations are listed on the Department's harm reduction webpage. --- Delaware Division of Public Health Announces Expanded Over-the-Counter Naloxone Availability
Following the U.S. Food and Drug Administration approval of over-the-counter naloxone nasal spray, Delaware Division of Public Health confirms that Narcan is now available without a prescription at participating retail pharmacies statewide, including major chains. The Department continues to operate 184 community distribution sites and supplies free naloxone to approximately 75 community-based organizations through state and federal opioid response funding. Residents may also request free naloxone by mail through the state harm-reduction program. The Department reminds the public that naloxone reverses opioid overdose only and is safe to administer; bystanders cannot harm a person who does not have opioids in their system. --- Delaware Division of Public Health Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Mecklenburg, Baltimore counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $3,700,000 State Opioid Response grant administered by the Department's behavioral health division."
Kk6iVNym,FL,3.5,11116877.0,74.3,5.2,53.08,63.3,57.78,53.82,33.12,
Kk6iVNym,GA,3.5,5425189.0,66.5,0.17,54.82,65.36,59.66,55.58,34.2,"Georgia Department of Public Health Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Georgia continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 41 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications."
Kk6iVNym,HI,2.7,685209.0,,,43.28,51.6,47.1,43.88,27.0,"Hawaii Department of Health Issues Alert on Detection of Nitazene Synthetic Opioids
State public health laboratory results have detected isotonitazene, N-pyrrolidino-protonitazene, and related synthetic opioids in samples submitted from 4 jurisdictions in the past 30 days. Nitazene analogues are extremely potent — some exceeding fentanyl in laboratory potency assays — and may not be reliably detected by point-of-care fentanyl test strips alone. Naloxone remains the recommended reversal agent; multiple sequential doses may be required. Clinicians treating suspected opioid overdose should consider repeat naloxone administration, airway management, and prolonged observation."
Kk6iVNym,IA,3.4,1716983.0,56.7,1.77,50.2,59.86,54.64,50.9,31.32,"Iowa Department of Health and Human Services Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Iowa syndromic surveillance system indicate a slight increase of approximately 16 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data. --- Iowa Department of Health and Human Services Warns Public of Counterfeit Pills Containing Fentanyl
Tablets sold as oxycodone, hydrocodone, Adderall, and Xanax continue to be seized in Iowa that, on laboratory analysis, contain illicitly manufactured fentanyl. The Drug Enforcement Administration has reported that approximately 40 percent of counterfeit pills tested nationally contain a potentially lethal dose of fentanyl. Residents are urged to obtain medications only from licensed pharmacies and to assume that any pill obtained from a non-pharmacy source may contain fentanyl regardless of its appearance. Naloxone should be available wherever opioid pills, illicit or otherwise, are present."
Kk6iVNym,ID,3.6,1002913.0,48.3,0.99,51.93,61.92,56.52,52.65,32.4,"Idaho Department of Health and Welfare Announces Recovery Housing Capacity Expansion
A $12,000,000 State Opioid Response grant will fund approximately 305 additional recovery housing beds across 8 provider organizations in Idaho. Recovery housing offers a substance-free living environment for individuals in recovery from opioid and other substance use disorders and is associated with improved treatment retention and reduced overdose recurrence. Funded providers must meet National Alliance for Recovery Residences standards. --- Idaho Department of Health and Welfare Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Mecklenburg, Jefferson, Cuyahoga, Marion counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $3,500,000 CDC Overdose Data to Action grant administered by the Department's behavioral health division. --- Idaho Department of Health and Welfare Warns of Xylazine Mixed Into Illicit Drug Supply
Toxicology reports from Idaho medical examiners and law-enforcement seizures continue to show xylazine, a non-opioid veterinary sedative, mixed into the illicit fentanyl supply. Xylazine — also known as 'tranq' — was detected in approximately 28 percent of fentanyl-positive specimens analyzed in the past quarter. Xylazine causes prolonged sedation and can produce severe soft-tissue wounds. Naloxone reverses the opioid component of these mixtures and should still be administered when overdose is suspected. Individuals presenting with non-healing wounds should seek medical evaluation and be screened for substance use treatment options including buprenorphine and methadone."
Kk6iVNym,IL,4.9,6654765.0,58.6,0.9,54.82,65.36,59.66,55.58,34.2,
Kk6iVNym,IN,4.1,3497485.0,57.7,0.33,62.32,74.3,67.82,63.18,38.88,"Indiana Department of Health Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Indiana syndromic surveillance system indicate stable rates of approximately 12 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data. --- Indiana Department of Health Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Allegheny, Suffolk, Davidson counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $5,100,000 HRSA grant administered by the Department's behavioral health division."
Kk6iVNym,KS,3.7,1557847.0,62.5,0.91,50.2,59.86,54.64,50.9,31.32,"Kansas Department of Health and Environment Pilots Drug Checking and Fentanyl Test Strip Distribution
Beginning this month the Department will support a pilot program providing fentanyl test strips and xylazine immunoassay strips through approximately 25 authorized harm reduction sites across Kansas. Drug checking allows individuals who use drugs to detect adulterants prior to use, an evidence-based intervention shown to reduce overdose risk. Test strips are legal under Kansas statute when used for harm reduction and are distributed at no cost to the recipient. Site locations are listed on the Department's harm reduction webpage. --- Kansas Department of Health and Environment Expands Access to Medication for Opioid Use Disorder
The Department announces the addition of approximately 139 new buprenorphine-prescribing clinicians to the Kansas treatment network as a result of the federal removal of the X-waiver requirement and continued state-led training programs. Buprenorphine, methadone, and extended-release naltrexone remain the first-line treatments for opioid use disorder. Residents seeking medication for opioid use disorder may use the SAMHSA treatment locator at FindTreatment.gov or contact the state addiction services helpline. Medicaid covers all three medications and counseling services without prior authorization."
Kk6iVNym,KY,4.9,2109114.0,59.9,0.2,72.12,86.0,78.5,73.12,45.0,"Kentucky Cabinet for Health and Family Services Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Baltimore, Suffolk, Philadelphia counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $4,900,000 HRSA grant administered by the Department's behavioral health division. --- Kentucky Cabinet for Health and Family Services Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
Kentucky health officials are alerting clinicians, first responders, and the public to a recent cluster of 15 suspected nonfatal overdose events reported in the Bowling Green area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for methamphetamine. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the Kentucky Good Samaritan law provides limited protection from prosecution for those seeking help."
Kk6iVNym,LA,4.5,2089020.0,70.7,0.85,53.66,63.98,58.4,54.4,33.48,"Louisiana Department of Health Warns Public of Counterfeit Pills Containing Fentanyl
Tablets sold as oxycodone, hydrocodone, Adderall, and Xanax continue to be seized in Louisiana that, on laboratory analysis, contain illicitly manufactured fentanyl. The Drug Enforcement Administration has reported that approximately 55 percent of counterfeit pills tested nationally contain a potentially lethal dose of fentanyl. Residents are urged to obtain medications only from licensed pharmacies and to assume that any pill obtained from a non-pharmacy source may contain fentanyl regardless of its appearance. Naloxone should be available wherever opioid pills, illicit or otherwise, are present. --- Louisiana Department of Health Warns of Xylazine Mixed Into Illicit Drug Supply
Toxicology reports from Louisiana medical examiners and law-enforcement seizures continue to show xylazine, a non-opioid veterinary sedative, mixed into the illicit fentanyl supply. Xylazine — also known as 'tranq' — was detected in approximately 55 percent of fentanyl-positive specimens analyzed in the past quarter. Xylazine causes prolonged sedation and can produce severe soft-tissue wounds. Naloxone reverses the opioid component of these mixtures and should still be administered when overdose is suspected. Individuals presenting with non-healing wounds should seek medical evaluation and be screened for substance use treatment options including buprenorphine and methadone."
Kk6iVNym,MA,4.1,3937670.0,52.6,0.92,66.36,79.12,72.22,67.27,41.4,
Kk6iVNym,MD,3.3,3246054.0,58.1,0.52,63.47,75.68,69.08,64.35,39.6,
Kk6iVNym,ME,3.2,709513.0,47.7,1.81,68.09,81.18,74.1,69.03,42.48,"Maine Department of Health and Human Services Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Suffolk, Maricopa, Fulton, Marion counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $7,900,000 SAMHSA grant administered by the Department's behavioral health division. --- Maine Department of Health and Human Services Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Maine syndromic surveillance system indicate a slight decrease of approximately 10 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data."
Kk6iVNym,MI,5.1,5075135.0,52.2,1.58,55.97,66.74,60.92,56.74,34.92,"Michigan Department of Health and Human Services Reminds Residents of 911 Good Samaritan Overdose Protections
Under Michigan law, individuals who call 911 to report an overdose are protected from prosecution for possession of a controlled substance for personal use. The Department urges anyone witnessing an overdose to call 911 immediately, administer naloxone if available, place the person in the recovery position, and remain with them until emergency responders arrive. Bystander intervention saves lives; hesitation due to fear of arrest is the leading reason calls are delayed."
Kk6iVNym,MN,3.2,3150789.0,51.3,1.03,50.78,60.54,55.26,51.48,31.68,
Kk6iVNym,MO,3.7,3151313.0,61.3,1.47,62.32,74.3,67.82,63.18,38.88,"Missouri Department of Health and Senior Services Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Missouri syndromic surveillance system indicate a slight decrease of approximately 15 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data."
Kk6iVNym,MS,3.6,1289297.0,67.6,0.33,55.39,66.05,60.29,56.16,34.56,"Mississippi State Department of Health Warns of Xylazine Mixed Into Illicit Drug Supply
Toxicology reports from Mississippi medical examiners and law-enforcement seizures continue to show xylazine, a non-opioid veterinary sedative, mixed into the illicit fentanyl supply. Xylazine — also known as 'tranq' — was detected in approximately 42 percent of fentanyl-positive specimens analyzed in the past quarter. Xylazine causes prolonged sedation and can produce severe soft-tissue wounds. Naloxone reverses the opioid component of these mixtures and should still be administered when overdose is suspected. Individuals presenting with non-healing wounds should seek medical evaluation and be screened for substance use treatment options including buprenorphine and methadone. --- Mississippi State Department of Health Announces Expanded Over-the-Counter Naloxone Availability
Following the U.S. Food and Drug Administration approval of over-the-counter naloxone nasal spray, Mississippi State Department of Health confirms that Narcan is now available without a prescription at participating retail pharmacies statewide, including major chains. The Department continues to operate 112 community distribution sites and supplies free naloxone to approximately 58 community-based organizations through state and federal opioid response funding. Residents may also request free naloxone by mail through the state harm-reduction program. The Department reminds the public that naloxone reverses opioid overdose only and is safe to administer; bystanders cannot harm a person who does not have opioids in their system."
Kk6iVNym,MT,2.9,577650.0,48.4,0.52,50.78,60.54,55.26,51.48,31.68,
Kk6iVNym,NC,3.7,5294735.0,61.1,0.57,56.55,67.42,61.54,57.33,35.28,
Kk6iVNym,ND,2.5,426909.0,49.7,0.34,47.31,56.42,51.5,47.97,29.52,"North Dakota Department of Health and Human Services Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the North Dakota syndromic surveillance system indicate a decrease of approximately 9 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data."
Kk6iVNym,NE,2.8,1084937.0,56.2,0.63,49.62,59.17,54.01,50.31,30.96,
Kk6iVNym,NH,2.8,773196.0,48.3,1.72,69.24,82.56,75.36,70.2,43.2,"New Hampshire Department of Health and Human Services Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from New Hampshire continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 53 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications."
Kk6iVNym,NJ,4.7,4900103.0,57.4,0.02,51.35,61.23,55.89,52.06,32.04,
Kk6iVNym,NM,4.2,985336.0,60.7,1.32,54.24,64.67,59.03,54.99,33.84,"New Mexico Department of Health Opens Naloxone Vending Machines and Harm-Reduction Kiosks
Naloxone vending machines providing free Narcan nasal spray, fentanyl test strips, and overdose education materials are now operational at 10 locations across New Mexico, including Las Cruces, Santa Fe, Albuquerque. The machines operate 24 hours a day and require no identification, prescription, or fee. Use of the machines is anonymous and protected under state public health authority. The Department will continue to expand kiosk placement in partnership with libraries, transit hubs, and community organizations. --- New Mexico Department of Health Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
New mexico health officials are alerting clinicians, first responders, and the public to a recent cluster of 22 suspected nonfatal overdose events reported in the Las Cruces area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for benzodiazepine analogues. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the New Mexico Good Samaritan law provides limited protection from prosecution for those seeking help."
Kk6iVNym,NV,5.5,1649918.0,56.1,0.44,58.85,70.18,64.06,59.67,36.72,"Nevada Department of Health and Human Services Announces Expanded Over-the-Counter Naloxone Availability
Following the U.S. Food and Drug Administration approval of over-the-counter naloxone nasal spray, Nevada Department of Health and Human Services confirms that Narcan is now available without a prescription at participating retail pharmacies statewide, including major chains. The Department continues to operate 117 community distribution sites and supplies free naloxone to approximately 65 community-based organizations through state and federal opioid response funding. Residents may also request free naloxone by mail through the state harm-reduction program. The Department reminds the public that naloxone reverses opioid overdose only and is safe to administer; bystanders cannot harm a person who does not have opioids in their system. --- Nevada Department of Health and Human Services Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Nevada continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 23 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications."
Kk6iVNym,NY,4.1,9944825.0,50.6,1.79,51.93,61.92,56.52,52.65,32.4,"New York State Department of Health Announces Recovery Housing Capacity Expansion
A $13,000,000 State Opioid Response grant will fund approximately 213 additional recovery housing beds across 8 provider organizations in New York. Recovery housing offers a substance-free living environment for individuals in recovery from opioid and other substance use disorders and is associated with improved treatment retention and reduced overdose recurrence. Funded providers must meet National Alliance for Recovery Residences standards."
Kk6iVNym,OH,4.6,5959154.0,56.2,0.76,75.01,89.44,81.64,76.05,46.8,"Ohio Department of Health Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Ohio syndromic surveillance system indicate a decrease of approximately 13 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data."
Kk6iVNym,OK,3.1,2003563.0,68.1,0.77,57.7,68.8,62.8,58.5,36.0,
Kk6iVNym,OR,4.4,2200236.0,50.8,1.88,60.59,72.24,65.94,61.42,37.8,"Oregon Health Authority Opens Naloxone Vending Machines and Harm-Reduction Kiosks
Naloxone vending machines providing free Narcan nasal spray, fentanyl test strips, and overdose education materials are now operational at 13 locations across Oregon, including Eugene, Salem, Portland. The machines operate 24 hours a day and require no identification, prescription, or fee. Use of the machines is anonymous and protected under state public health authority. The Department will continue to expand kiosk placement in partnership with libraries, transit hubs, and community organizations. --- Oregon Health Authority Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Oregon syndromic surveillance system indicate a decrease of approximately 8 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data."
Kk6iVNym,PA,3.9,6542450.0,53.1,1.27,64.62,77.06,70.34,65.52,40.32,"Pennsylvania Department of Health Issues Alert on Detection of Nitazene Synthetic Opioids
State public health laboratory results have detected isotonitazene, N-pyrrolidino-protonitazene, and related synthetic opioids in samples submitted from 2 jurisdictions in the past 30 days. Nitazene analogues are extremely potent — some exceeding fentanyl in laboratory potency assays — and may not be reliably detected by point-of-care fentanyl test strips alone. Naloxone remains the recommended reversal agent; multiple sequential doses may be required. Clinicians treating suspected opioid overdose should consider repeat naloxone administration, airway management, and prolonged observation."
Kk6iVNym,RI,4.5,594317.0,54.6,0.89,56.55,67.42,61.54,57.33,35.28,
Kk6iVNym,SC,4.4,2580702.0,64.9,0.14,54.82,65.36,59.66,55.58,34.2,"South Carolina Department of Public Health Warns Public of Counterfeit Pills Containing Fentanyl
Tablets sold as oxycodone, hydrocodone, Adderall, and Xanax continue to be seized in South Carolina that, on laboratory analysis, contain illicitly manufactured fentanyl. The Drug Enforcement Administration has reported that approximately 67 percent of counterfeit pills tested nationally contain a potentially lethal dose of fentanyl. Residents are urged to obtain medications only from licensed pharmacies and to assume that any pill obtained from a non-pharmacy source may contain fentanyl regardless of its appearance. Naloxone should be available wherever opioid pills, illicit or otherwise, are present. --- South Carolina Department of Public Health Announces Expanded Over-the-Counter Naloxone Availability
Following the U.S. Food and Drug Administration approval of over-the-counter naloxone nasal spray, South Carolina Department of Public Health confirms that Narcan is now available without a prescription at participating retail pharmacies statewide, including major chains. The Department continues to operate 104 community distribution sites and supplies free naloxone to approximately 42 community-based organizations through state and federal opioid response funding. Residents may also request free naloxone by mail through the state harm-reduction program. The Department reminds the public that naloxone reverses opioid overdose only and is safe to administer; bystanders cannot harm a person who does not have opioids in their system. --- South Carolina Department of Public Health Expands Access to Medication for Opioid Use Disorder
The Department announces the addition of approximately 64 new buprenorphine-prescribing clinicians to the South Carolina treatment network as a result of the federal removal of the X-waiver requirement and continued state-led training programs. Buprenorphine, methadone, and extended-release naltrexone remain the first-line treatments for opioid use disorder. Residents seeking medication for opioid use disorder may use the SAMHSA treatment locator at FindTreatment.gov or contact the state addiction services helpline. Medicaid covers all three medications and counseling services without prior authorization."
